player,clutch_fga,clutch_3rate,nonclutch_fga,nonclutch_3rate,diff,fisher_p,team,rs_three_rate
Dylan Harper,7,0.0,64,0.390625,-0.390625,0.046734652529209164,SA,0.27134146341463417
OG Anunoby,7,0.42857142857142855,54,0.5370370370370371,-0.10846560846560854,0.6988158592697864,NY,0.5062189054726368
De'Aaron Fox,9,0.3333333333333333,61,0.4098360655737705,-0.07650273224043719,0.7321777291550364,SA,0.3772683858643744
Jalen Brunson,21,0.23809523809523808,112,0.2767857142857143,-0.03869047619047622,0.7955574490509814,NY,0.3579661016949153
Victor Wembanyama,12,0.3333333333333333,94,0.32978723404255317,0.003546099290780147,1.0,SA,0.32407407407407407
